,Giorno,T Media,T min,T max,Precip.,Umidità,Vento Max,Raffica,Fenomeni,Info,mese,anno,citta
6930,1,25 °C,18 °C,29 °C,-,47 %,15 km/h,-,Nessuno,,Giugno,2018,Gaeta
6931,2,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6932,3,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6933,4,25 °C,18 °C,30 °C,-,51 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6934,5,23 °C,17 °C,26 °C,-,56 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6935,6,23 °C,16 °C,27 °C,-,60 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6936,7,25 °C,17 °C,29 °C,-,56 %,15 km/h,-,Nessuno,,Giugno,2018,Gaeta
6937,8,24 °C,19 °C,26 °C,-,59 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6938,9,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6939,10,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6940,11,26 °C,18 °C,30 °C,-,57 %,24 km/h,-,Nessuno,,Giugno,2018,Gaeta
6941,12,25 °C,19 °C,28 °C,-,58 %,33 km/h,-,Nessuno,,Giugno,2018,Gaeta
6942,13,22 °C,18 °C,24 °C,n/d,69 %,15 km/h,-,,,Giugno,2018,Gaeta
6943,14,21 °C,17 °C,24 °C,n/d,70 %,33 km/h,-,,,Giugno,2018,Gaeta
6944,15,21 °C,15 °C,26 °C,n/d,65 %,18 km/h,-,,,Giugno,2018,Gaeta
6945,16,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6946,17,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6947,18,25 °C,14 °C,29 °C,-,56 %,31 km/h,-,Nessuno,,Giugno,2018,Gaeta
6948,19,27 °C,18 °C,30 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6949,20,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6950,21,23 °C,17 °C,28 °C,n/d,67 %,26 km/h,-,,,Giugno,2018,Gaeta
6951,22,25 °C,18 °C,27 °C,-,62 %,18 km/h,-,Nessuno,,Giugno,2018,Gaeta
6952,23,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6953,24,-,-,-,-,-,-,-,,n/d,Giugno,2018,Gaeta
6954,25,19 °C,16 °C,24 °C,n/d,70 %,24 km/h,-,,,Giugno,2018,Gaeta
6955,26,21 °C,15 °C,25 °C,-,36 %,26 km/h,-,Nessuno,,Giugno,2018,Gaeta
6956,27,22 °C,15 °C,26 °C,-,36 %,21 km/h,-,Nessuno,,Giugno,2018,Gaeta
6957,28,22 °C,14 °C,26 °C,n/d,46 %,24 km/h,-,,,Giugno,2018,Gaeta
6958,29,23 °C,17 °C,26 °C,-,54 %,15 km/h,-,Nessuno,,Giugno,2018,Gaeta
6959,1,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6960,2,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6961,3,22 °C,16 °C,25 °C,n/d,67 %,18 km/h,-,,,Settembre,2018,Gaeta
6962,4,23 °C,14 °C,27 °C,-,60 %,21 km/h,-,Nessuno,,Settembre,2018,Gaeta
6963,5,24 °C,15 °C,29 °C,-,58 %,15 km/h,-,Nessuno,,Settembre,2018,Gaeta
6964,6,24 °C,15 °C,29 °C,-,60 %,22 km/h,-,Nessuno,,Settembre,2018,Gaeta
6965,7,23 °C,16 °C,28 °C,n/d,68 %,28 km/h,-,,,Settembre,2018,Gaeta
6966,8,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6967,9,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6968,10,26 °C,17 °C,30 °C,-,67 %,22 km/h,-,Nessuno,,Settembre,2018,Gaeta
6969,11,26 °C,16 °C,31 °C,-,55 %,13 km/h,-,Nessuno,,Settembre,2018,Gaeta
6970,12,26 °C,16 °C,31 °C,-,58 %,15 km/h,-,Nessuno,,Settembre,2018,Gaeta
6971,13,23 °C,18 °C,26 °C,-,67 %,18 km/h,-,Nessuno,,Settembre,2018,Gaeta
6972,14,26 °C,18 °C,30 °C,-,60 %,17 km/h,-,Nessuno,,Settembre,2018,Gaeta
6973,15,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6974,16,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6975,17,25 °C,17 °C,30 °C,-,65 %,18 km/h,-,Nessuno,,Settembre,2018,Gaeta
6976,18,24 °C,19 °C,27 °C,n/d,76 %,22 km/h,-,,,Settembre,2018,Gaeta
6977,19,23 °C,19 °C,25 °C,n/d,82 %,8 km/h,-,,,Settembre,2018,Gaeta
6978,20,24 °C,20 °C,27 °C,-,68 %,15 km/h,-,Nessuno,,Settembre,2018,Gaeta
6979,21,24 °C,18 °C,28 °C,-,69 %,13 km/h,-,Nessuno,,Settembre,2018,Gaeta
6980,22,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6981,23,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6982,24,24 °C,16 °C,29 °C,-,71 %,18 km/h,-,Nessuno,,Settembre,2018,Gaeta
6983,25,20 °C,15 °C,25 °C,n/d,55 %,18 km/h,-,,,Settembre,2018,Gaeta
6984,26,18 °C,10 °C,23 °C,-,45 %,18 km/h,-,Nessuno,,Settembre,2018,Gaeta
6985,27,19 °C,5 °C,26 °C,-,50 %,15 km/h,-,Nessuno,,Settembre,2018,Gaeta
6986,28,19 °C,7 °C,26 °C,-,54 %,13 km/h,-,Nessuno,,Settembre,2018,Gaeta
6987,29,-,-,-,-,-,-,-,,n/d,Settembre,2018,Gaeta
6988,1,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
6989,2,21 °C,13 °C,24 °C,-,52 %,15 km/h,-,Nessuno,,Maggio,2018,Gaeta
6990,3,20 °C,16 °C,24 °C,n/d,57 %,21 km/h,-,,,Maggio,2018,Gaeta
6991,4,15 °C,13 °C,17 °C,n/d,79 %,22 km/h,-,,,Maggio,2018,Gaeta
6992,5,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
6993,6,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
6994,7,19 °C,13 °C,24 °C,n/d,76 %,9 km/h,-,,,Maggio,2018,Gaeta
6995,8,18 °C,14 °C,21 °C,n/d,80 %,15 km/h,-,,,Maggio,2018,Gaeta
6996,9,19 °C,13 °C,22 °C,n/d,76 %,21 km/h,-,,,Maggio,2018,Gaeta
6997,10,19 °C,14 °C,24 °C,n/d,72 %,21 km/h,-,,,Maggio,2018,Gaeta
6998,11,20 °C,14 °C,25 °C,-,68 %,15 km/h,-,Nessuno,,Maggio,2018,Gaeta
6999,12,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7000,13,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7001,14,17 °C,13 °C,20 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2018,Gaeta
7002,15,12 °C,7 °C,16 °C,n/d,76 %,21 km/h,-,,,Maggio,2018,Gaeta
7003,16,15 °C,9 °C,18 °C,-,69 %,13 km/h,-,Nessuno,,Maggio,2018,Gaeta
7004,17,18 °C,10 °C,22 °C,-,63 %,15 km/h,-,Nessuno,,Maggio,2018,Gaeta
7005,18,20 °C,10 °C,25 °C,-,52 %,15 km/h,-,Nessuno,,Maggio,2018,Gaeta
7006,19,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7007,20,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7008,21,21 °C,13 °C,25 °C,n/d,62 %,11 km/h,-,,,Maggio,2018,Gaeta
7009,22,20 °C,17 °C,25 °C,n/d,70 %,18 km/h,-,,,Maggio,2018,Gaeta
7010,23,19 °C,15 °C,23 °C,n/d,70 %,18 km/h,-,,,Maggio,2018,Gaeta
7011,24,23 °C,16 °C,27 °C,-,62 %,13 km/h,-,Nessuno,,Maggio,2018,Gaeta
7012,25,23 °C,10 °C,28 °C,n/d,62 %,22 km/h,-,,,Maggio,2018,Gaeta
7013,26,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7014,27,-,-,-,-,-,-,-,,n/d,Maggio,2018,Gaeta
7015,28,25 °C,17 °C,28 °C,-,66 %,9 km/h,-,Nessuno,,Maggio,2018,Gaeta
7016,29,26 °C,19 °C,30 °C,-,58 %,8 km/h,-,Nessuno,,Maggio,2018,Gaeta
7017,30,27 °C,19 °C,32 °C,n/d,55 %,22 km/h,-,,,Maggio,2018,Gaeta
7018,1,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7019,2,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7020,3,20 °C,16 °C,25 °C,n/d,80 %,18 km/h,-,,,Giugno,2019,Gaeta
7021,4,22 °C,16 °C,26 °C,-,72 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7022,5,22 °C,16 °C,26 °C,-,75 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7023,6,23 °C,17 °C,27 °C,-,60 %,21 km/h,-,Nessuno,,Giugno,2019,Gaeta
7024,7,26 °C,16 °C,30 °C,-,52 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7025,8,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7026,9,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7027,10,29 °C,17 °C,34 °C,-,48 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7028,11,28 °C,18 °C,33 °C,-,53 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7029,12,27 °C,19 °C,31 °C,-,59 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7030,13,28 °C,18 °C,32 °C,-,59 %,11 km/h,-,Nessuno,,Giugno,2019,Gaeta
7031,14,30 °C,19 °C,37 °C,-,54 %,15 km/h,-,Nessuno,,Giugno,2019,Gaeta
7032,15,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7033,16,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7034,17,26 °C,14 °C,31 °C,-,59 %,21 km/h,-,Nessuno,,Giugno,2019,Gaeta
7035,18,27 °C,17 °C,31 °C,-,55 %,21 km/h,-,Nessuno,,Giugno,2019,Gaeta
7036,19,28 °C,18 °C,32 °C,-,60 %,18 km/h,-,Nessuno,,Giugno,2019,Gaeta
7037,20,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7038,21,28 °C,16 °C,33 °C,-,53 %,15 km/h,-,Nessuno,,Giugno,2019,Gaeta
7039,22,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7040,23,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7041,24,23 °C,19 °C,26 °C,-,81 %,4 km/h,-,Nessuno,,Giugno,2019,Gaeta
7042,25,30 °C,20 °C,34 °C,-,57 %,21 km/h,-,Nessuno,,Giugno,2019,Gaeta
7043,26,29 °C,20 °C,35 °C,n/d,62 %,18 km/h,-,,,Giugno,2019,Gaeta
7044,27,32 °C,20 °C,37 °C,-,50 %,21 km/h,-,Nessuno,,Giugno,2019,Gaeta
7045,28,32 °C,20 °C,37 °C,-,47 %,11 km/h,-,Nessuno,,Giugno,2019,Gaeta
7046,29,-,-,-,-,-,-,-,,n/d,Giugno,2019,Gaeta
7047,1,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7048,2,24 °C,20 °C,30 °C,n/d,76 %,18 km/h,-,,,Settembre,2019,Gaeta
7049,3,24 °C,19 °C,31 °C,n/d,70 %,59 km/h,-,,,Settembre,2019,Gaeta
7050,4,25 °C,18 °C,30 °C,-,60 %,13 km/h,-,Nessuno,,Settembre,2019,Gaeta
7051,5,25 °C,18 °C,29 °C,-,64 %,15 km/h,-,Nessuno,,Settembre,2019,Gaeta
7052,6,25 °C,19 °C,28 °C,-,62 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7053,7,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7054,8,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7055,9,23 °C,18 °C,26 °C,-,56 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7056,10,23 °C,12 °C,29 °C,-,54 %,9 km/h,-,Nessuno,,Settembre,2019,Gaeta
7057,11,25 °C,14 °C,31 °C,-,54 %,15 km/h,-,Nessuno,,Settembre,2019,Gaeta
7058,12,26 °C,15 °C,31 °C,-,50 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7059,13,26 °C,14 °C,32 °C,-,54 %,15 km/h,-,Nessuno,,Settembre,2019,Gaeta
7060,14,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7061,15,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7062,16,25 °C,16 °C,31 °C,-,61 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7063,17,25 °C,16 °C,30 °C,-,62 %,21 km/h,-,Nessuno,,Settembre,2019,Gaeta
7064,18,24 °C,15 °C,30 °C,-,68 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7065,19,23 °C,19 °C,26 °C,n/d,77 %,18 km/h,-,,,Settembre,2019,Gaeta
7066,20,23 °C,17 °C,26 °C,-,67 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7067,21,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7068,22,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7069,23,23 °C,16 °C,28 °C,n/d,76 %,18 km/h,-,,,Settembre,2019,Gaeta
7070,24,22 °C,15 °C,26 °C,-,64 %,18 km/h,-,Nessuno,,Settembre,2019,Gaeta
7071,25,22 °C,14 °C,26 °C,-,67 %,11 km/h,-,Nessuno,,Settembre,2019,Gaeta
7072,26,24 °C,18 °C,27 °C,-,64 %,13 km/h,-,Nessuno,,Settembre,2019,Gaeta
7073,27,24 °C,16 °C,28 °C,-,65 %,9 km/h,-,Nessuno,,Settembre,2019,Gaeta
7074,28,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7075,29,-,-,-,-,-,-,-,,n/d,Settembre,2019,Gaeta
7076,1,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7077,2,15 °C,8 °C,20 °C,-,70 %,24 km/h,-,,,Maggio,2019,Gaeta
7078,3,16 °C,10 °C,20 °C,-,62 %,22 km/h,-,Nessuno,,Maggio,2019,Gaeta
7079,4,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7080,5,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7081,6,12 °C,6 °C,16 °C,n/d,72 %,18 km/h,-,,,Maggio,2019,Gaeta
7082,7,14 °C,4 °C,18 °C,-,62 %,13 km/h,-,Nessuno,,Maggio,2019,Gaeta
7083,8,15 °C,4 °C,19 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2019,Gaeta
7084,9,14 °C,10 °C,19 °C,n/d,81 %,11 km/h,-,,,Maggio,2019,Gaeta
7085,10,19 °C,12 °C,23 °C,-,59 %,18 km/h,-,Nessuno,,Maggio,2019,Gaeta
7086,11,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7087,12,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7088,13,14 °C,8 °C,18 °C,-,71 %,21 km/h,-,Nessuno,,Maggio,2019,Gaeta
7089,14,16 °C,12 °C,19 °C,n/d,59 %,30 km/h,-,,,Maggio,2019,Gaeta
7090,15,10 °C,9 °C,11 °C,n/d,90 %,13 km/h,-,,,Maggio,2019,Gaeta
7091,16,15 °C,8 °C,19 °C,-,65 %,21 km/h,-,Nessuno,,Maggio,2019,Gaeta
7092,17,17 °C,8 °C,21 °C,-,63 %,18 km/h,-,Nessuno,,Maggio,2019,Gaeta
7093,18,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7094,19,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7095,20,13 °C,10 °C,16 °C,n/d,78 %,18 km/h,-,,,Maggio,2019,Gaeta
7096,21,16 °C,12 °C,19 °C,-,74 %,9 km/h,-,Nessuno,,Maggio,2019,Gaeta
7097,22,18 °C,10 °C,22 °C,-,69 %,18 km/h,-,Nessuno,,Maggio,2019,Gaeta
7098,23,18 °C,11 °C,22 °C,n/d,67 %,18 km/h,-,,,Maggio,2019,Gaeta
7099,24,19 °C,10 °C,22 °C,n/d,72 %,21 km/h,-,,,Maggio,2019,Gaeta
7100,25,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7101,26,-,-,-,-,-,-,-,,n/d,Maggio,2019,Gaeta
7102,27,16 °C,15 °C,16 °C,n/d,89 %,15 km/h,-,,,Maggio,2019,Gaeta
7103,28,18 °C,14 °C,20 °C,n/d,73 %,18 km/h,-,,,Maggio,2019,Gaeta
7104,29,18 °C,14 °C,20 °C,-,62 %,26 km/h,-,Nessuno,,Maggio,2019,Gaeta
7105,30,17 °C,12 °C,21 °C,-,72 %,15 km/h,-,Nessuno,,Maggio,2019,Gaeta
7106,1,18 °C,11 °C,23 °C,-,71 %,18 km/h,-,,,Giugno,2020,Gaeta
7107,2,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7108,3,20 °C,13 °C,24 °C,n/d,70 %,18 km/h,-,,,Giugno,2020,Gaeta
7109,4,20 °C,14 °C,23 °C,-,68 %,22 km/h,-,Nessuno,,Giugno,2020,Gaeta
7110,5,17 °C,16 °C,19 °C,n/d,91 %,18 km/h,-,,,Giugno,2020,Gaeta
7111,6,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7112,7,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7113,8,18 °C,16 °C,19 °C,n/d,91 %,17 km/h,-,,,Giugno,2020,Gaeta
7114,9,19 °C,15 °C,23 °C,n/d,72 %,18 km/h,-,,,Giugno,2020,Gaeta
7115,10,17 °C,14 °C,21 °C,n/d,80 %,15 km/h,-,,,Giugno,2020,Gaeta
7116,11,16 °C,13 °C,19 °C,n/d,88 %,18 km/h,-,,,Giugno,2020,Gaeta
7117,12,19 °C,11 °C,24 °C,-,71 %,21 km/h,-,Nessuno,,Giugno,2020,Gaeta
7118,13,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7119,14,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7120,15,21 °C,15 °C,26 °C,-,72 %,18 km/h,-,Nessuno,,Giugno,2020,Gaeta
7121,16,21 °C,15 °C,25 °C,n/d,79 %,24 km/h,-,,,Giugno,2020,Gaeta
7122,17,21 °C,15 °C,25 °C,-,78 %,21 km/h,-,,,Giugno,2020,Gaeta
7123,18,22 °C,15 °C,25 °C,-,67 %,24 km/h,-,Nessuno,,Giugno,2020,Gaeta
7124,19,21 °C,15 °C,25 °C,-,69 %,13 km/h,-,Nessuno,,Giugno,2020,Gaeta
7125,20,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7126,21,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7127,22,21 °C,13 °C,26 °C,-,73 %,11 km/h,-,Nessuno,,Giugno,2020,Gaeta
7128,23,26 °C,18 °C,30 °C,-,54 %,9 km/h,-,Nessuno,,Giugno,2020,Gaeta
7129,24,25 °C,17 °C,29 °C,-,58 %,18 km/h,-,Nessuno,,Giugno,2020,Gaeta
7130,25,25 °C,18 °C,29 °C,-,65 %,18 km/h,-,Nessuno,,Giugno,2020,Gaeta
7131,26,26 °C,19 °C,30 °C,-,63 %,18 km/h,-,Nessuno,,Giugno,2020,Gaeta
7132,27,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7133,28,-,-,-,-,-,-,-,,n/d,Giugno,2020,Gaeta
7134,29,27 °C,19 °C,31 °C,-,61 %,24 km/h,-,Nessuno,,Giugno,2020,Gaeta
7135,1,21 °C,15 °C,27 °C,-,71 %,11 km/h,-,,,Settembre,2020,Gaeta
7136,2,23 °C,15 °C,27 °C,-,65 %,11 km/h,-,Nessuno,,Settembre,2020,Gaeta
7137,3,25 °C,18 °C,30 °C,-,59 %,18 km/h,-,Nessuno,,Settembre,2020,Gaeta
7138,4,25 °C,17 °C,31 °C,-,58 %,18 km/h,-,Nessuno,,Settembre,2020,Gaeta
7139,5,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7140,6,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7141,7,25 °C,17 °C,31 °C,-,61 %,11 km/h,-,Nessuno,,Settembre,2020,Gaeta
7142,8,27 °C,19 °C,33 °C,-,57 %,13 km/h,-,Nessuno,,Settembre,2020,Gaeta
7143,9,28 °C,20 °C,33 °C,-,60 %,11 km/h,-,Nessuno,,Settembre,2020,Gaeta
7144,10,28 °C,19 °C,34 °C,n/d,60 %,15 km/h,-,,,Settembre,2020,Gaeta
7145,11,27 °C,18 °C,32 °C,-,63 %,18 km/h,-,Nessuno,,Settembre,2020,Gaeta
7146,12,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7147,13,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7148,14,28 °C,19 °C,34 °C,-,52 %,18 km/h,-,Nessuno,,Settembre,2020,Gaeta
7149,15,27 °C,18 °C,33 °C,n/d,61 %,18 km/h,-,,,Settembre,2020,Gaeta
7150,16,26 °C,17 °C,32 °C,-,59 %,13 km/h,-,Nessuno,,Settembre,2020,Gaeta
7151,17,26 °C,17 °C,32 °C,n/d,55 %,18 km/h,-,,,Settembre,2020,Gaeta
7152,18,26 °C,16 °C,32 °C,-,60 %,15 km/h,-,Nessuno,,Settembre,2020,Gaeta
7153,19,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7154,20,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7155,21,23 °C,20 °C,27 °C,n/d,81 %,15 km/h,-,,,Settembre,2020,Gaeta
7156,22,22 °C,17 °C,27 °C,n/d,79 %,15 km/h,-,,,Settembre,2020,Gaeta
7157,23,20 °C,16 °C,23 °C,n/d,88 %,9 km/h,-,,,Settembre,2020,Gaeta
7158,24,22 °C,16 °C,26 °C,-,79 %,21 km/h,-,,,Settembre,2020,Gaeta
7159,25,22 °C,20 °C,24 °C,n/d,83 %,18 km/h,-,,,Settembre,2020,Gaeta
7160,26,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7161,27,-,-,-,-,-,-,-,,n/d,Settembre,2020,Gaeta
7162,28,14 °C,11 °C,16 °C,n/d,94 %,18 km/h,-,,,Settembre,2020,Gaeta
7163,29,15 °C,8 °C,21 °C,-,71 %,18 km/h,-,,,Settembre,2020,Gaeta
7164,1,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7165,2,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7166,3,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7167,4,19 °C,11 °C,24 °C,-,54 %,13 km/h,-,Nessuno,,Maggio,2020,Gaeta
7168,5,19 °C,10 °C,24 °C,-,59 %,15 km/h,-,Nessuno,,Maggio,2020,Gaeta
7169,6,20 °C,14 °C,25 °C,-,66 %,21 km/h,-,Nessuno,,Maggio,2020,Gaeta
7170,7,20 °C,13 °C,24 °C,-,51 %,24 km/h,-,Nessuno,,Maggio,2020,Gaeta
7171,8,19 °C,9 °C,24 °C,-,61 %,22 km/h,-,Nessuno,,Maggio,2020,Gaeta
7172,9,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7173,10,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7174,11,19 °C,12 °C,24 °C,n/d,69 %,15 km/h,-,,,Maggio,2020,Gaeta
7175,12,19 °C,10 °C,23 °C,-,69 %,17 km/h,-,Nessuno,,Maggio,2020,Gaeta
7176,13,22 °C,13 °C,28 °C,-,56 %,24 km/h,-,Nessuno,,Maggio,2020,Gaeta
7177,14,23 °C,16 °C,27 °C,-,62 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7178,15,23 °C,17 °C,26 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7179,16,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7180,17,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7181,18,24 °C,18 °C,29 °C,-,60 %,24 km/h,-,Nessuno,,Maggio,2020,Gaeta
7182,19,22 °C,17 °C,25 °C,-,68 %,21 km/h,-,Nessuno,,Maggio,2020,Gaeta
7183,20,18 °C,15 °C,23 °C,n/d,81 %,15 km/h,-,,,Maggio,2020,Gaeta
7184,21,21 °C,14 °C,25 °C,-,61 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7185,22,22 °C,13 °C,26 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7186,23,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7187,24,-,-,-,-,-,-,-,,n/d,Maggio,2020,Gaeta
7188,25,22 °C,16 °C,26 °C,-,58 %,21 km/h,-,Nessuno,,Maggio,2020,Gaeta
7189,26,20 °C,13 °C,23 °C,-,52 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7190,27,20 °C,12 °C,24 °C,-,51 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7191,28,19 °C,12 °C,24 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Gaeta
7192,1,21 °C,12 °C,26 °C,-,52 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7193,2,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7194,3,25 °C,17 °C,29 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7195,4,25 °C,15 °C,29 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7196,5,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7197,6,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7198,7,22 °C,16 °C,26 °C,n/d,79 %,30 km/h,-,,,Giugno,2021,Gaeta
7199,8,20 °C,17 °C,24 °C,n/d,84 %,18 km/h,-,,,Giugno,2021,Gaeta
7200,9,20 °C,16 °C,26 °C,n/d,77 %,31 km/h,-,,,Giugno,2021,Gaeta
7201,10,20 °C,13 °C,28 °C,n/d,74 %,28 km/h,-,,,Giugno,2021,Gaeta
7202,11,21 °C,14 °C,28 °C,n/d,69 %,18 km/h,-,,,Giugno,2021,Gaeta
7203,12,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7204,13,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7205,14,25 °C,19 °C,29 °C,n/d,73 %,18 km/h,-,,,Giugno,2021,Gaeta
7206,15,24 °C,18 °C,27 °C,-,72 %,18 km/h,-,,,Giugno,2021,Gaeta
7207,16,24 °C,17 °C,27 °C,-,70 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7208,17,25 °C,17 °C,29 °C,n/d,74 %,18 km/h,-,,,Giugno,2021,Gaeta
7209,18,26 °C,19 °C,29 °C,-,68 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7210,19,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7211,20,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7212,21,28 °C,21 °C,32 °C,-,60 %,13 km/h,-,Nessuno,,Giugno,2021,Gaeta
7213,22,29 °C,21 °C,33 °C,-,58 %,13 km/h,-,Nessuno,,Giugno,2021,Gaeta
